wordList,condition,conditionCode,audioFile,trialType,corrFlash,corrBeeps,f1Start,f2Start,f3Start,f4Start,b1Start,b2Start,b3Start,b4Start,f1Color,f2Color,f3Color,f4Color,b1Vol,b2Vol,b3Vol,b4Vol,crossColor,crossContrast,firstResp,toneHz1,audioFile1,playNumber1,toneHz2,audioFile2,playNum2,cond,ravenProblem,wordPresentation.thisRepN,wordPresentation.thisTrialN,wordPresentation.thisN,wordPresentation.thisIndex,flashPractice.thisRepN,flashPractice.thisTrialN,flashPractice.thisN,flashPractice.thisIndex,beepPractice.thisRepN,beepPractice.thisTrialN,beepPractice.thisN,beepPractice.thisIndex,practiceLoops.thisRepN,practiceLoops.thisTrialN,practiceLoops.thisN,practiceLoops.thisIndex,overarchingBreak.thisRepN,overarchingBreak.thisTrialN,overarchingBreak.thisN,overarchingBreak.thisIndex,SIFI_VisualTrials.thisRepN,SIFI_VisualTrials.thisTrialN,SIFI_VisualTrials.thisN,SIFI_VisualTrials.thisIndex,SIFI_AudTrials.thisRepN,SIFI_AudTrials.thisTrialN,SIFI_AudTrials.thisN,SIFI_AudTrials.thisIndex,SifiLoops.thisRepN,SifiLoops.thisTrialN,SifiLoops.thisN,SifiLoops.thisIndex,pitchPracticeLoop.thisRepN,pitchPracticeLoop.thisTrialN,pitchPracticeLoop.thisN,pitchPracticeLoop.thisIndex,repeatPitch.thisRepN,repeatPitch.thisTrialN,repeatPitch.thisN,repeatPitch.thisIndex,pitchTestFull.thisRepN,pitchTestFull.thisTrialN,pitchTestFull.thisN,pitchTestFull.thisIndex,ravenPracticeLoop.thisRepN,ravenPracticeLoop.thisTrialN,ravenPracticeLoop.thisN,ravenPracticeLoop.thisIndex,ravenTestLoop.thisRepN,ravenTestLoop.thisTrialN,ravenTestLoop.thisN,ravenTestLoop.thisIndex,welcomeTxt.started,welcomeTxt.stopped,goOnAndStart.keys,goOnAndStart.rt,goOnAndStart.started,goOnAndStart.stopped,helloWordTest.started,helloWordTest.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.started,key_resp_14.stopped,preWordFixCross.started,preWordFixCross.stopped,wordText_2.started,wordText_2.stopped,wordListTime,text_7.started,text_7.stopped,text_8.started,text_8.stopped,helloInstr.started,helloInstr.stopped,beginPractPress.keys,beginPractPress.rt,beginPractPress.started,beginPractPress.stopped,text_4.started,text_4.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,practiceTypeHeader.started,practiceTypeHeader.stopped,fillInText.started,fillInText.stopped,firstResponseQ,flashCondition,flashCode,crossSetup.started,crossSetup.stopped,gratP1.started,gratP1.stopped,gratP2.started,gratP2.stopped,gratP3.started,gratP3.stopped,gratP4.started,gratP4.stopped,practiceBeep1.started,practiceBeep1.stopped,practiceBeeps2.started,practiceBeeps2.stopped,practiceBeeps3.started,practiceBeeps3.stopped,practiceBeeps4.started,practiceBeeps4.stopped,text_2.started,text_2.stopped,R1GeneralPrompt_3.started,R1GeneralPrompt_3.stopped,flashPromptTxt_2.started,flashPromptTxt_2.stopped,mouseClick1Vis.x,mouseClick1Vis.y,mouseClick1Vis.leftButton,mouseClick1Vis.midButton,mouseClick1Vis.rightButton,mouseClick1Vis.time,mouseClick1Vis.clicked_name,mouseClick1Vis.started,mouseClick1Vis.stopped,clickCounter,flashClick,flashRespNum,key_resp_12.keys,key_resp_12.rt,key_resp_12.started,key_resp_12.stopped,polygonVis_F1.started,polygonVis_F1.stopped,polygonVis_F2.started,polygonVis_F2.stopped,polygonVis_F3.started,polygonVis_F3.stopped,polygonVis_F4.started,polygonVis_F4.stopped,flashVisOpt1.started,flashVisOpt1.stopped,flashVisOpt2.started,flashVisOpt2.stopped,flashVisOpt3.started,flashVisOpt3.stopped,flashVisOpt4.started,flashVisOpt4.stopped,flashPic.started,flashPic.stopped,rollingOnVis.started,rollingOnVis.stopped,text_5.started,text_5.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,R1GeneralPrompt_4.started,R1GeneralPrompt_4.stopped,beepPrompt_uniAud.started,beepPrompt_uniAud.stopped,mouseClickAudB.x,mouseClickAudB.y,mouseClickAudB.leftButton,mouseClickAudB.midButton,mouseClickAudB.rightButton,mouseClickAudB.time,mouseClickAudB.clicked_name,mouseClickAudB.started,mouseClickAudB.stopped,beepClick,beepRespNum,key_resp_13.keys,key_resp_13.rt,key_resp_13.started,key_resp_13.stopped,polygonAud_B1.started,polygonAud_B1.stopped,polygonAud_B2.started,polygonAud_B2.stopped,polygonAud_B3.started,polygonAud_B3.stopped,polygonAud_B4.started,polygonAud_B4.stopped,beepAudOpt1.started,beepAudOpt1.stopped,beepAudOpt2.started,beepAudOpt2.stopped,beepAudOpt3.started,beepAudOpt3.stopped,beepAudOpt4.started,beepAudOpt4.stopped,speakerPic.started,speakerPic.stopped,rollingOnAud.started,rollingOnAud.stopped,text_6.started,text_6.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,R1GeneralPrompt_2.started,R1GeneralPrompt_2.stopped,flashPromptTxt.started,flashPromptTxt.stopped,beepPromptTxt.started,beepPromptTxt.stopped,mouseClick1.x,mouseClick1.y,mouseClick1.leftButton,mouseClick1.midButton,mouseClick1.rightButton,mouseClick1.time,mouseClick1.clicked_name,mouseClick1.started,mouseClick1.stopped,mouseClickB.x,mouseClickB.y,mouseClickB.leftButton,mouseClickB.midButton,mouseClickB.rightButton,mouseClickB.time,mouseClickB.clicked_name,mouseClickB.started,mouseClickB.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,polygonF0.started,polygonF0.stopped,polygonF2.started,polygonF2.stopped,polygonF3.started,polygonF3.stopped,polygonF1.started,polygonF1.stopped,polygonB0.started,polygonB0.stopped,polygonB1.started,polygonB1.stopped,polygonB2.started,polygonB2.stopped,polygonB3.started,polygonB3.stopped,flashOpt0.started,flashOpt0.stopped,flashOpt1.started,flashOpt1.stopped,flashOpt2.started,flashOpt2.stopped,flashOpt3.started,flashOpt3.stopped,beepOpt0.started,beepOpt0.stopped,beepOpt1.started,beepOpt1.stopped,beepOpt2.started,beepOpt2.stopped,beepOpt3.started,beepOpt3.stopped,flashPicBisen.started,flashPicBisen.stopped,beepPicBisen.started,beepPicBisen.stopped,rollingOn.started,rollingOn.stopped,goToTask.started,goToTask.stopped,spaceToStart.keys,spaceToStart.rt,spaceToStart.started,spaceToStart.stopped,flashGoGo.started,flashGoGo.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,grat1.started,grat1.stopped,grat2.started,grat2.stopped,grat3.started,grat3.stopped,grat4.started,grat4.stopped,b1Test.started,b1Test.stopped,b2Test.started,b2Test.stopped,b3Test.started,b3Test.stopped,b4Test.started,b4Test.stopped,text.started,text.stopped,beepGoGo.started,beepGoGo.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,bisenGoGo.started,bisenGoGo.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,breatheBro.started,breatheBro.stopped,image.started,image.stopped,moveOnTxt.started,moveOnTxt.stopped,keysToMoveOn.keys,keysToMoveOn.rt,keysToMoveOn.started,keysToMoveOn.stopped,topAppTxt.started,topAppTxt.stopped,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,holdHereTxt.started,holdHereTxt.stopped,holdKeys.keys,holdKeys.rt,holdKeys.started,holdKeys.stopped,helloPitches.started,helloPitches.stopped,PitchLetsGo.keys,PitchLetsGo.rt,PitchLetsGo.started,PitchLetsGo.stopped,cross_hold.started,cross_hold.stopped,tone1.started,tone1.stopped,tone2.started,tone2.stopped,getResponse.keys,getResponse.rt,getResponse.started,getResponse.stopped,responsePrompt.started,responsePrompt.stopped,feedbackWriting.started,feedbackWriting.stopped,PlsGoTxt.started,PlsGoTxt.stopped,LetsGoAlready.keys,LetsGoAlready.rt,LetsGoAlready.started,LetsGoAlready.stopped,RavenInstrTxt.started,RavenInstrTxt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,ravenProbIm.started,ravenProbIm.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_9.started,text_9.stopped,keytoExitCode1.keys,keytoExitCode1.rt,keytoExitCode1.started,keytoExitCode1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,2F1B,11,,,2,1,9,15,20,21,12,19,20,21,0,0,1,1,1,0,0,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,1,24,54,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,2F1B,11,636.4058846250409,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF1'],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB1'],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.3658394630183,None,638.3658394630183,None,638.3658394630183,None,"[-0.06770833333333333, -0.07161458333333333]","[0.1015625, -0.23046875]","[1, 1]","[0, 0]","[0, 0]","[0.4788626189692877, 1.1588221109705046]",['polygonF1'],0.007480213476810604,None,[],[],[],[],[],[],[],0.007480213476810604,None,space,0.1606736449757591,639.5259025110281,None,638.3658394630183,None,638.3658394630183,None,638.3658394630183,None,638.3658394630183,None,638.3658394630183,None,638.3658394630183,None,638.3658394630183,None,638.3658394630183,None,638.3658394630183,None,638.3658394630183,None,638.3658394630183,None,638.3658394630183,None,638.3658394630183,None,638.3658394630183,None,638.3658394630183,None,638.3658394630183,None,638.3658394630183,None,638.3658394630183,None,638.3658394630183,None,,,,,,,,,,,,,637.1958939410397,637.205863723997,637.2559372429969,637.2658336420427,637.3058658870286,637.3159520470072,637.3159520470072,637.325850083027,637.2258010085322,None,637.295820559503,None,637.3058531175018,None,637.3158511145273,None,637.325850083027,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2022_Dec_01_1607,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.89178923819289,
,3F3B,18,,,3,3,5,11,17,20,5,11,17,20,0,0,0,1,1,1,1,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,1,25,55,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,3F3B,18,639.7159363160026,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF3'],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB3'],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.6658780610305,None,641.6658780610305,None,641.6658780610305,None,"[0.2513020833333333, 0.21875]","[-0.2630208333333333, 0.10807291666666667]","[1, 1]","[0, 0]","[0, 0]","[0.5989814670174383, 1.1989574360195547]",['polygonF3'],0.007622471486683935,None,[],[],[],[],[],[],[],0.007622471486683935,None,space,0.10060268297092989,642.8659771539969,None,641.6658780610305,None,641.6658780610305,None,641.6658780610305,None,641.6658780610305,None,641.6658780610305,None,641.6658780610305,None,641.6658780610305,None,641.6658780610305,None,641.6658780610305,None,641.6658780610305,None,641.6658780610305,None,641.6658780610305,None,641.6658780610305,None,641.6658780610305,None,641.6658780610305,None,641.6658780610305,None,641.6658780610305,None,641.6658780610305,None,641.6658780610305,None,,,,,,,,,,,,,640.4659311689902,640.4758217449998,640.5259944830323,640.5358559910092,640.5959284499986,640.6058577710064,640.6258839860093,640.6358716610121,640.4658008384984,None,640.5257853085175,None,640.5858192285057,None,640.6258245005272,None,640.6358716610121,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2022_Dec_01_1607,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.89178923819289,
,3F0B,15,,,3,0,5,11,17,20,0,6,12,18,0,0,0,1,0,0,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,1,26,56,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,3F0B,15,643.015921993996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF2'],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB0'],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.9759432800347,None,644.9759432800347,None,644.9759432800347,None,"[0.06901041666666667, -0.2513020833333333]","[0.09505208333333333, -0.2526041666666667]","[1, 1]","[0, 0]","[0, 0]","[0.5295142590184696, 1.0888368760352023]",['polygonF2'],0.007510015508159995,None,[],[],[],[],[],[],[],0.007510015508159995,None,space,0.19057301501743495,646.0560031410423,None,644.9759432800347,None,644.9759432800347,None,644.9759432800347,None,644.9759432800347,None,644.9759432800347,None,644.9759432800347,None,644.9759432800347,None,644.9759432800347,None,644.9759432800347,None,644.9759432800347,None,644.9759432800347,None,644.9759432800347,None,644.9759432800347,None,644.9759432800347,None,644.9759432800347,None,644.9759432800347,None,644.9759432800347,None,644.9759432800347,None,644.9759432800347,None,,,,,,,,,,,,,643.7758746310137,643.7859174290206,643.8358875309932,643.8459445339977,643.8958755640197,643.9059435650124,643.9259636049974,643.9359331410378,643.7258692015428,None,643.7858598585124,None,643.8458727584919,None,643.9058607915183,None,643.9359331410378,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2022_Dec_01_1607,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.89178923819289,
,0F1B,1,,,0,1,0,6,12,18,12,19,20,21,1,1,1,1,1,0,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,1,27,57,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0F1B,1,646.2859852550318,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF0'],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB1'],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.2259042140213,None,648.2259042140213,None,648.2259042140213,None,"[-0.08072916666666667, -0.23177083333333334]","[-0.2747395833333333, 0.109375]","[1, 1]","[0, 0]","[0, 0]","[1.2596447949763387, 1.9487875259947032]",['polygonF0'],0.007495376456063241,None,[],[],[],[],[],[],[],0.007495376456063241,None,space,3.8725742580136284,650.1659993299982,None,648.2259042140213,None,648.2259042140213,None,648.2259042140213,None,648.2259042140213,None,648.2259042140213,None,648.2259042140213,None,648.2259042140213,None,648.2259042140213,None,648.2259042140213,None,648.2259042140213,None,648.2259042140213,None,648.2259042140213,None,648.2259042140213,None,648.2259042140213,None,648.2259042140213,None,648.2259042140213,None,648.2259042140213,None,648.2259042140213,None,648.2259042140213,None,,,,,,,,,,,,,646.9859217640478,646.9959454340278,647.0458953670459,647.0558860620367,647.1059296320309,647.1158566779923,647.1659390900168,647.1759026329964,647.1058778215199,None,647.1759243175154,None,647.1858878604951,None,647.1959066414972,None,647.1759026329964,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2022_Dec_01_1607,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.89178923819289,
,0F2B,2,,,0,2,0,6,12,18,9,15,20,21,1,1,1,1,1,1,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,1,28,58,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0F2B,2,654.0959100600448,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF0'],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB2'],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.0159499490401,None,656.0159499490401,None,656.0159499490401,None,"[0.06510416666666667, -0.24088541666666666]","[-0.24869791666666666, 0.1015625]","[1, 1]","[0, 0]","[0, 0]","[0.679009954968933, 1.3689107209793292]",['polygonF0'],0.007565283449366689,None,[],[],[],[],[],[],[],0.007565283449366689,None,space,0.12464095302857459,657.3859402980306,None,656.0159499490401,None,656.0159499490401,None,656.0159499490401,None,656.0159499490401,None,656.0159499490401,None,656.0159499490401,None,656.0159499490401,None,656.0159499490401,None,656.0159499490401,None,656.0159499490401,None,656.0159499490401,None,656.0159499490401,None,656.0159499490401,None,656.0159499490401,None,656.0159499490401,None,656.0159499490401,None,656.0159499490401,None,656.0159499490401,None,656.0159499490401,None,,,,,,,,,,,,,654.7959355820203,654.805929145019,654.8559968289919,654.8660867880099,654.9159185180324,654.9259287810419,654.9759520490188,654.986019678996,654.8858686765423,None,654.9458879554993,None,654.9960049064946,None,655.005923414498,None,654.986019678996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2022_Dec_01_1607,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.89178923819289,
,1F2B,7,,,1,2,12,19,20,21,9,15,20,21,0,1,1,1,1,1,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,1,29,59,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1F2B,7,657.5359855710412,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF1'],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB2'],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.4961227700114,None,659.4961227700114,None,659.4961227700114,None,"[-0.07942708333333333, 0.08463541666666667]","[0.08723958333333333, -0.2643229166666667]","[1, 1]","[0, 0]","[0, 0]","[0.598757472995203, 1.1689284330350347]",['polygonF1'],0.007592211535666138,None,[],[],[],[],[],[],[],0.007592211535666138,None,space,0.10055289097363129,660.6659941900289,None,659.4961227700114,None,659.4961227700114,None,659.4961227700114,None,659.4961227700114,None,659.4961227700114,None,659.4961227700114,None,659.4961227700114,None,659.4961227700114,None,659.4961227700114,None,659.4961227700114,None,659.4961227700114,None,659.4961227700114,None,659.4961227700114,None,659.4961227700114,None,659.4961227700114,None,659.4961227700114,None,659.4961227700114,None,659.4961227700114,None,659.4961227700114,None,,,,,,,,,,,,,658.3559725960367,658.3659024680383,658.4259723310242,658.4359332680469,658.4359332680469,658.4460567550268,658.4460567550268,658.4559202480013,658.3258803435135,None,658.3859527835273,None,658.4359575585229,None,658.4459184955456,None,658.4559202480013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2022_Dec_01_1607,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.89178923819289,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.8159975580056,None,660.8159975580056,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2022_Dec_01_1607,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.89178923819289,
,2F0B,10,,,2,0,9,15,20,21,0,6,12,18,0,0,1,1,0,0,0,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,2F0B,10,725.8662210820476,None,,,,,,,,,,,,,,,,,,,727.8162428770447,None,727.8162428770447,None,[-0.07291666666666667],[0.010416666666666666],[1],[0],[0],[1.0778228039853275],['polygonVis_F2'],0.006588713498786092,None,0,['polygonVis_F2'],2,space,0.35838170599890873,728.8962379310396,None,727.8162428770447,None,727.8162428770447,None,727.8162428770447,None,727.8162428770447,None,727.8162428770447,None,727.8162428770447,None,727.8162428770447,None,727.8162428770447,None,727.8162428770447,None,727.8162428770447,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.8161557720159,None,space,4.824395257979631,721.0062048870022,None,726.6562647970277,726.6662103270064,726.7162438619998,726.7262474360177,726.7662317660288,726.7762054490158,726.7762054490158,726.786209122045,726.5661994585068,None,726.6261954595218,None,726.6861676125088,None,726.7461621934897,None,726.786209122045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2022_Dec_01_1607,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.89178923819289,
,4F0B,20,,,4,0,0,6,12,18,0,6,12,18,0,0,0,0,0,0,0,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,4F0B,20,729.2762873760075,None,,,,,,,,,,,,,,,,,,,731.1862412650371,None,731.1862412650371,None,[0.078125],[-0.005208333333333333],[1],[0],[0],[0.5189750900026411],['polygonVis_F3'],0.0075916595524176955,None,0,['polygonVis_F3'],3,space,0.1403285869746469,731.7062533640419,None,731.1862412650371,None,731.1862412650371,None,731.1862412650371,None,731.1862412650371,None,731.1862412650371,None,731.1862412650371,None,731.1862412650371,None,731.1862412650371,None,731.1862412650371,None,731.1862412650371,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.9762179710087,729.9862416110118,730.0362148910062,730.0462623480125,730.0962455150438,730.1062721050112,730.1562160259928,730.1662287600338,729.9762152255396,None,730.0361883345292,None,730.0962399245007,None,730.1561870215344,None,730.1662287600338,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2022_Dec_01_1607,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.89178923819289,
,4F0B,20,,,4,0,0,6,12,18,0,6,12,18,0,0,0,0,0,0,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,4F0B,20,731.876224733016,None,,,,,,,,,,,,,,,,,,,733.7962675699964,None,733.7962675699964,None,[-0.0546875],[0.010416666666666666],[1],[0],[0],[0.5385264780488797],['polygonVis_F2'],0.007162871479522437,None,0,['polygonVis_F2'],2,space,0.37422061496181414,734.3363603079924,None,733.7962675699964,None,733.7962675699964,None,733.7962675699964,None,733.7962675699964,None,733.7962675699964,None,733.7962675699964,None,733.7962675699964,None,733.7962675699964,None,733.7962675699964,None,733.7962675699964,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.5762334790197,732.5862693350064,732.63624931901,732.6462339840364,732.6962106699939,732.706280324026,732.7562627340085,732.7662883240264,732.5762534415232,None,732.6363671555416,None,732.6962030415423,None,732.756197893538,None,732.7662883240264,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2022_Dec_01_1607,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.89178923819289,
,3F0B,15,,,3,0,5,11,17,20,0,6,12,18,0,0,0,1,0,0,0,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,3F0B,15,734.74628054403,None,,,,,,,,,,,,,,,,,,,736.6763128960156,None,736.6763128960156,None,[-0.0546875],[0.010416666666666666],[1],[0],[0],[0.2695733609725721],['polygonVis_F2'],0.007574978459160775,None,0,['polygonVis_F2'],2,space,0.22829628398176283,736.9463150060037,None,736.6763128960156,None,736.6763128960156,None,736.6763128960156,None,736.6763128960156,None,736.6763128960156,None,736.6763128960156,None,736.6763128960156,None,736.6763128960156,None,736.6763128960156,None,736.6763128960156,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.4962929040194,735.5062556249904,735.5563200330362,735.5662880149903,735.6162638560054,735.6263022450148,735.646321134991,735.6562200760236,735.4461915845284,None,735.506278131518,None,735.5663052605348,None,735.626249083504,None,735.6562200760236,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2022_Dec_01_1607,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.89178923819289,
