wordList,condition,conditionCode,audioFile,trialType,corrFlash,corrBeeps,f1Start,f2Start,f3Start,f4Start,b1Start,b2Start,b3Start,b4Start,f1Color,f2Color,f3Color,f4Color,b1Vol,b2Vol,b3Vol,b4Vol,crossColor,crossContrast,firstResp,toneHz1,audioFile1,playNumber1,toneHz2,audioFile2,playNum2,cond,ravenProblem,wordPresentation.thisRepN,wordPresentation.thisTrialN,wordPresentation.thisN,wordPresentation.thisIndex,flashPractice.thisRepN,flashPractice.thisTrialN,flashPractice.thisN,flashPractice.thisIndex,beepPractice.thisRepN,beepPractice.thisTrialN,beepPractice.thisN,beepPractice.thisIndex,practiceLoops.thisRepN,practiceLoops.thisTrialN,practiceLoops.thisN,practiceLoops.thisIndex,overarchingBreak.thisRepN,overarchingBreak.thisTrialN,overarchingBreak.thisN,overarchingBreak.thisIndex,SIFI_VisualTrials.thisRepN,SIFI_VisualTrials.thisTrialN,SIFI_VisualTrials.thisN,SIFI_VisualTrials.thisIndex,SIFI_AudTrials.thisRepN,SIFI_AudTrials.thisTrialN,SIFI_AudTrials.thisN,SIFI_AudTrials.thisIndex,SifiLoops.thisRepN,SifiLoops.thisTrialN,SifiLoops.thisN,SifiLoops.thisIndex,pitchPracticeLoop.thisRepN,pitchPracticeLoop.thisTrialN,pitchPracticeLoop.thisN,pitchPracticeLoop.thisIndex,repeatPitch.thisRepN,repeatPitch.thisTrialN,repeatPitch.thisN,repeatPitch.thisIndex,pitchTestFull.thisRepN,pitchTestFull.thisTrialN,pitchTestFull.thisN,pitchTestFull.thisIndex,ravenPracticeLoop.thisRepN,ravenPracticeLoop.thisTrialN,ravenPracticeLoop.thisN,ravenPracticeLoop.thisIndex,ravenTestLoop.thisRepN,ravenTestLoop.thisTrialN,ravenTestLoop.thisN,ravenTestLoop.thisIndex,welcomeTxt.started,welcomeTxt.stopped,goOnAndStart.keys,goOnAndStart.rt,goOnAndStart.started,goOnAndStart.stopped,helloWordTest.started,helloWordTest.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.started,key_resp_14.stopped,preWordFixCross.started,preWordFixCross.stopped,wordText_2.started,wordText_2.stopped,wordListTime,text_7.started,text_7.stopped,text_8.started,text_8.stopped,helloInstr.started,helloInstr.stopped,beginPractPress.keys,beginPractPress.rt,beginPractPress.started,beginPractPress.stopped,text_4.started,text_4.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,practiceTypeHeader.started,practiceTypeHeader.stopped,fillInText.started,fillInText.stopped,firstResponseQ,flashCondition,flashCode,crossSetup.started,crossSetup.stopped,gratP1.started,gratP1.stopped,gratP2.started,gratP2.stopped,gratP3.started,gratP3.stopped,gratP4.started,gratP4.stopped,practiceBeep1.started,practiceBeep1.stopped,practiceBeeps2.started,practiceBeeps2.stopped,practiceBeeps3.started,practiceBeeps3.stopped,practiceBeeps4.started,practiceBeeps4.stopped,text_2.started,text_2.stopped,R1GeneralPrompt_3.started,R1GeneralPrompt_3.stopped,flashPromptTxt_2.started,flashPromptTxt_2.stopped,mouseClick1Vis.x,mouseClick1Vis.y,mouseClick1Vis.leftButton,mouseClick1Vis.midButton,mouseClick1Vis.rightButton,mouseClick1Vis.time,mouseClick1Vis.clicked_name,mouseClick1Vis.started,mouseClick1Vis.stopped,clickCounter,flashClick,flashRespNum,key_resp_12.keys,key_resp_12.rt,key_resp_12.started,key_resp_12.stopped,polygonVis_F1.started,polygonVis_F1.stopped,polygonVis_F2.started,polygonVis_F2.stopped,polygonVis_F3.started,polygonVis_F3.stopped,polygonVis_F4.started,polygonVis_F4.stopped,flashVisOpt1.started,flashVisOpt1.stopped,flashVisOpt2.started,flashVisOpt2.stopped,flashVisOpt3.started,flashVisOpt3.stopped,flashVisOpt4.started,flashVisOpt4.stopped,flashPic.started,flashPic.stopped,rollingOnVis.started,rollingOnVis.stopped,text_5.started,text_5.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,R1GeneralPrompt_4.started,R1GeneralPrompt_4.stopped,beepPrompt_uniAud.started,beepPrompt_uniAud.stopped,mouseClickAudB.x,mouseClickAudB.y,mouseClickAudB.leftButton,mouseClickAudB.midButton,mouseClickAudB.rightButton,mouseClickAudB.time,mouseClickAudB.clicked_name,mouseClickAudB.started,mouseClickAudB.stopped,beepClick,beepRespNum,key_resp_13.keys,key_resp_13.rt,key_resp_13.started,key_resp_13.stopped,polygonAud_B1.started,polygonAud_B1.stopped,polygonAud_B2.started,polygonAud_B2.stopped,polygonAud_B3.started,polygonAud_B3.stopped,polygonAud_B4.started,polygonAud_B4.stopped,beepAudOpt1.started,beepAudOpt1.stopped,beepAudOpt2.started,beepAudOpt2.stopped,beepAudOpt3.started,beepAudOpt3.stopped,beepAudOpt4.started,beepAudOpt4.stopped,speakerPic.started,speakerPic.stopped,rollingOnAud.started,rollingOnAud.stopped,text_6.started,text_6.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,R1GeneralPrompt_2.started,R1GeneralPrompt_2.stopped,flashPromptTxt.started,flashPromptTxt.stopped,beepPromptTxt.started,beepPromptTxt.stopped,mouseClick1.x,mouseClick1.y,mouseClick1.leftButton,mouseClick1.midButton,mouseClick1.rightButton,mouseClick1.time,mouseClick1.clicked_name,mouseClick1.started,mouseClick1.stopped,mouseClickB.x,mouseClickB.y,mouseClickB.leftButton,mouseClickB.midButton,mouseClickB.rightButton,mouseClickB.time,mouseClickB.clicked_name,mouseClickB.started,mouseClickB.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,polygonF0.started,polygonF0.stopped,polygonF2.started,polygonF2.stopped,polygonF3.started,polygonF3.stopped,polygonF1.started,polygonF1.stopped,polygonB0.started,polygonB0.stopped,polygonB1.started,polygonB1.stopped,polygonB2.started,polygonB2.stopped,polygonB3.started,polygonB3.stopped,flashOpt0.started,flashOpt0.stopped,flashOpt1.started,flashOpt1.stopped,flashOpt2.started,flashOpt2.stopped,flashOpt3.started,flashOpt3.stopped,beepOpt0.started,beepOpt0.stopped,beepOpt1.started,beepOpt1.stopped,beepOpt2.started,beepOpt2.stopped,beepOpt3.started,beepOpt3.stopped,flashPicBisen.started,flashPicBisen.stopped,beepPicBisen.started,beepPicBisen.stopped,rollingOn.started,rollingOn.stopped,goToTask.started,goToTask.stopped,spaceToStart.keys,spaceToStart.rt,spaceToStart.started,spaceToStart.stopped,flashGoGo.started,flashGoGo.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,grat1.started,grat1.stopped,grat2.started,grat2.stopped,grat3.started,grat3.stopped,grat4.started,grat4.stopped,b1Test.started,b1Test.stopped,b2Test.started,b2Test.stopped,b3Test.started,b3Test.stopped,b4Test.started,b4Test.stopped,text.started,text.stopped,beepGoGo.started,beepGoGo.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,bisenGoGo.started,bisenGoGo.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,breatheBro.started,breatheBro.stopped,image.started,image.stopped,moveOnTxt.started,moveOnTxt.stopped,keysToMoveOn.keys,keysToMoveOn.rt,keysToMoveOn.started,keysToMoveOn.stopped,topAppTxt.started,topAppTxt.stopped,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,holdHereTxt.started,holdHereTxt.stopped,holdKeys.keys,holdKeys.rt,holdKeys.started,holdKeys.stopped,helloPitches.started,helloPitches.stopped,PitchLetsGo.keys,PitchLetsGo.rt,PitchLetsGo.started,PitchLetsGo.stopped,cross_hold.started,cross_hold.stopped,tone1.started,tone1.stopped,tone2.started,tone2.stopped,getResponse.keys,getResponse.rt,getResponse.started,getResponse.stopped,responsePrompt.started,responsePrompt.stopped,feedbackWriting.started,feedbackWriting.stopped,PlsGoTxt.started,PlsGoTxt.stopped,LetsGoAlready.keys,LetsGoAlready.rt,LetsGoAlready.started,LetsGoAlready.stopped,RavenInstrTxt.started,RavenInstrTxt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,ravenProbIm.started,ravenProbIm.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_9.started,text_9.stopped,keytoExitCode1.keys,keytoExitCode1.rt,keytoExitCode1.started,keytoExitCode1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,3F0B,15,,,3,0,5,11,17,20,0,6,12,18,0,0,0,1,0,0,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,3,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,3F0B,15,480.81711617200926,None,,,,,,,,,,,,,,,,,,,482.74711622500035,None,482.74711622500035,None,[0.09375],[-0.015625],[1],[0],[0],[0.8688728909910424],['polygonVis_F3'],0.007643779885256663,None,0,['polygonVis_F3'],3,space,0.21165611200558487,483.61713352000515,None,482.74711622500035,None,482.74711622500035,None,482.74711622500035,None,482.74711622500035,None,482.74711622500035,None,482.74711622500035,None,482.74711622500035,None,482.74711622500035,None,482.74711622500035,None,482.74711622500035,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.5671288930025,481.5771305250091,481.62721873600094,481.6371310280083,481.68716434600356,481.69711347100383,481.71719875899726,481.72710062500846,481.5171908809105,None,481.57713962890267,None,481.6372294719011,None,481.6971750819037,None,481.72710062500846,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2022_Nov_18_1659,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,100.17514120644988,
,3F0B,15,,,3,0,5,11,17,20,0,6,12,18,0,0,0,1,0,0,0,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,4,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,3F0B,15,483.86717234700336,None,,,,,,,,,,,,,,,,,,,485.79709370300407,None,485.79709370300407,None,[-0.05859375],[0.00390625],[1],[0],[0],[0.5688581599970348],['polygonVis_F2'],0.007660213901544921,None,0,['polygonVis_F2'],2,space,0.2215577760071028,486.36723298500874,None,485.79709370300407,None,485.79709370300407,None,485.79709370300407,None,485.79709370300407,None,485.79709370300407,None,485.79709370300407,None,485.79709370300407,None,485.79709370300407,None,485.79709370300407,None,485.79709370300407,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.6171184620034,484.6271160460019,484.6770817890065,484.68712139299896,484.73705451600836,484.74712096700387,484.7671935820108,484.77704871000606,484.5670842268999,None,484.62712919790357,None,484.68709252490663,None,484.7470652519085,None,484.77704871000606,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2022_Nov_18_1659,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,100.17514120644988,
,2F0B,10,,,2,0,9,15,20,21,0,6,12,18,0,0,1,1,0,0,0,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,5,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,2F0B,10,486.627157120005,None,,,,,,,,,,,,,,,,,,,488.5671252059983,None,488.5671252059983,None,[-0.057291666666666664],[-0.014322916666666666],[1],[0],[0],[0.4288501709961565],['polygonVis_F2'],0.0077152278972789645,None,0,['polygonVis_F2'],2,space,0.21566486298979726,488.99712982300844,None,488.5671252059983,None,488.5671252059983,None,488.5671252059983,None,488.5671252059983,None,488.5671252059983,None,488.5671252059983,None,488.5671252059983,None,488.5671252059983,None,488.5671252059983,None,488.5671252059983,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.4172020910046,487.4271557660104,487.4771272740036,487.4871560300089,487.52718204401026,487.53713495100965,487.53713495100965,487.54710116100614,487.3270933719003,None,487.3871433089051,None,487.44718321390684,None,487.507143856911,None,487.54710116100614,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2022_Nov_18_1659,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,100.17514120644988,
,2F0B,10,,,2,0,9,15,20,21,0,6,12,18,0,0,1,1,0,0,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,6,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,2F0B,10,489.24717245300417,None,,,,,,,,,,,,,,,,,,,491.18724264300545,None,491.18724264300545,None,[-0.0703125],[0.01171875],[1],[0],[0],[0.2987723120022565],['polygonVis_F2'],0.007632038905285299,None,0,['polygonVis_F2'],2,space,0.23760489899723325,491.487184964004,None,491.18724264300545,None,491.18724264300545,None,491.18724264300545,None,491.18724264300545,None,491.18724264300545,None,491.18724264300545,None,491.18724264300545,None,491.18724264300545,None,491.18724264300545,None,491.18724264300545,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.03717738800333,490.04715408800985,490.0971512039978,490.107117121006,490.1471248480084,490.15713129100914,490.15713129100914,490.1671960350068,489.94713048990235,None,490.00712084490516,None,490.06713157790074,None,490.12715011690744,None,490.1671960350068,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2022_Nov_18_1659,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,100.17514120644988,
,1F0B,5,,,1,0,12,19,20,21,0,6,12,18,0,1,1,1,0,0,0,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,7,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1F0B,5,491.76717594500224,None,,,,,,,,,,,,,,,,,,,493.70716335999896,None,493.70716335999896,None,[-0.22395833333333334],[0.0013020833333333333],[1],[0],[0],[0.4188125799992122],['polygonVis_F1'],0.007693357911193743,None,0,['polygonVis_F1'],1,space,0.26962018199265003,494.12716373401054,None,493.70716335999896,None,493.70716335999896,None,493.70716335999896,None,493.70716335999896,None,493.70716335999896,None,493.70716335999896,None,493.70716335999896,None,493.70716335999896,None,493.70716335999896,None,493.70716335999896,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.587200932001,492.59715707800933,492.6571207710076,492.66721150500234,492.66721150500234,492.67720644100336,492.67720644100336,492.68717530500726,492.4671233449015,None,492.5271655759105,None,492.58716913590325,None,492.6471898739081,None,492.68717530500726,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2022_Nov_18_1659,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,100.17514120644988,
,0F3B,3,,,0,3,0,6,12,18,5,11,17,20,1,1,1,1,1,1,1,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,0F3B,3,511.94721277200733,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.8572086890053,None,513.8572086890053,None,[-0.0859375],[-0.016927083333333332],[1],[0],[0],[1.1672656489972724],['polygonAud_B2'],0.006122306906036101,None,['polygonAud_B2'],2,space,0.21748431399464607,515.0273207740101,None,513.8572086890053,None,513.8572086890053,None,513.8572086890053,None,513.8572086890053,None,513.8572086890053,None,513.8572086890053,None,513.8572086890053,None,513.8572086890053,None,513.8572086890053,None,513.8572086890053,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.64725898701,512.657228274009,512.7073039090028,512.7171894580097,512.7671999230079,512.7772340520023,512.8272344590077,512.8372496750089,512.6971938528993,None,512.757213729911,None,512.8172452439001,None,512.847260410909,None,512.8372496750089,None,494.4372313890053,None,space,17.241613584003062,494.62719109300815,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2022_Nov_18_1659,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,100.17514120644988,
,0F4B,4,,,0,4,0,6,12,18,0,6,12,18,1,1,1,1,1,1,1,1,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,0F4B,4,515.2871814450045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.197266076997,None,517.197266076997,None,[0.078125],[-0.016927083333333332],[1],[0],[0],[0.4497165840002708],['polygonAud_B3'],0.0076721089135389775,None,['polygonAud_B3'],3,space,0.22157708699523937,517.6472143380088,None,517.197266076997,None,517.197266076997,None,517.197266076997,None,517.197266076997,None,517.197266076997,None,517.197266076997,None,517.197266076997,None,517.197266076997,None,517.197266076997,None,517.197266076997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.9873042050021,515.9972654779995,516.0473302720056,516.0572336370096,516.1072520730086,516.1172728829988,516.1672118429997,516.1773344730027,515.9872697978979,None,516.0472321589011,None,516.1072423769044,None,516.1672551189083,None,516.1773344730027,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2022_Nov_18_1659,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,100.17514120644988,
,0F1B,1,,,0,1,0,6,12,18,12,19,20,21,1,1,1,1,1,0,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0F1B,1,517.907246814997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.8173547120095,None,519.8173547120095,None,[-0.23958333333333334],[0.0],[1],[0],[0],[0.5685959969996475],['polygonAud_B1'],0.007469187912647612,None,['polygonAud_B1'],1,space,0.1775616280065151,520.3872803609993,None,519.8173547120095,None,519.8173547120095,None,519.8173547120095,None,519.8173547120095,None,519.8173547120095,None,519.8173547120095,None,519.8173547120095,None,519.8173547120095,None,519.8173547120095,None,519.8173547120095,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.6074874210026,518.6174129529973,518.6672941470024,518.6772739610024,518.7272327770042,518.7372299310082,518.7872488849971,518.7972426449996,518.7272818469035,None,518.7972596208972,None,518.8072533808997,None,518.817244686911,None,518.7972426449996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2022_Nov_18_1659,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,100.17514120644988,
,0F2B,2,,,0,2,0,6,12,18,9,15,20,21,1,1,1,1,1,1,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0F2B,2,520.5872548970074,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.497347373006,None,522.497347373006,None,[-0.0546875],[0.006510416666666667],[1],[0],[0],[0.5394022909895284],['polygonAud_B2'],0.007410140911815688,None,['polygonAud_B2'],2,space,0.15939926500141155,523.03739008501,None,522.497347373006,None,522.497347373006,None,522.497347373006,None,522.497347373006,None,522.497347373006,None,522.497347373006,None,522.497347373006,None,522.497347373006,None,522.497347373006,None,522.497347373006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.2872788719978,521.2972451130045,521.3472913150035,521.357319556002,521.4072746130114,521.4172895960073,521.4672734909982,521.4772862550017,521.3772294509079,None,521.4372417989041,None,521.4872969909018,None,521.4973166879033,None,521.4772862550017,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2022_Nov_18_1659,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,100.17514120644988,
,0F4B,4,,,0,4,0,6,12,18,0,6,12,18,1,1,1,1,1,1,1,1,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0F4B,4,523.2372238759999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.1472726240027,None,525.1472726240027,None,"[0.0703125, 0.06380208333333333]","[0.05078125, -0.02734375]","[1, 1]","[0, 0]","[0, 0]","[0.6897098360059317, 1.0796344660047907]",['polygonAud_B3'],0.007750400909571908,None,['polygonAud_B3'],3,space,0.17754211100691464,526.2273007330077,None,525.1472726240027,None,525.1472726240027,None,525.1472726240027,None,525.1472726240027,None,525.1472726240027,None,525.1472726240027,None,525.1472726240027,None,525.1472726240027,None,525.1472726240027,None,525.1472726240027,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.9373439409974,523.9473347620078,523.9972988700029,524.007306961008,524.0573855600087,524.0672700160067,524.1172618429991,524.1272666410077,523.9372855868976,None,523.9972493819048,None,524.0572624219028,None,524.1172619809047,None,524.1272666410077,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2022_Nov_18_1659,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,100.17514120644988,
,0F3B,3,,,0,3,0,6,12,18,5,11,17,20,1,1,1,1,1,1,1,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0F3B,3,526.4272139130044,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.3373494510015,None,528.3373494510015,None,[-0.10546875],[0.009114583333333334],[1],[0],[0],[0.6886263229971519],['polygonAud_B2'],0.007444680901244283,None,['polygonAud_B2'],2,space,0.22553864699148107,529.0272703220107,None,528.3373494510015,None,528.3373494510015,None,528.3373494510015,None,528.3373494510015,None,528.3373494510015,None,528.3373494510015,None,528.3373494510015,None,528.3373494510015,None,528.3373494510015,None,528.3373494510015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.1272838290024,527.1373201430106,527.1872945200012,527.1972822890093,527.2472217250033,527.2572937799996,527.3072640510072,527.3173173490068,527.1772545309038,None,527.2372572969005,None,527.297306616904,None,527.3273280849069,None,527.3173173490068,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2022_Nov_18_1659,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,100.17514120644988,
,0F1B,1,,,0,1,0,6,12,18,12,19,20,21,1,1,1,1,1,0,0,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,0F1B,1,529.2872966720024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.1974013440049,None,531.1974013440049,None,[-0.22395833333333334],[0.0013020833333333333],[1],[0],[0],[0.3888347050087759],['polygonAud_B1'],0.007617425901116803,None,['polygonAud_B1'],1,space,0.21745129600458313,531.587344132,None,531.1974013440049,None,531.1974013440049,None,531.1974013440049,None,531.1974013440049,None,531.1974013440049,None,531.1974013440049,None,531.1974013440049,None,531.1974013440049,None,531.1974013440049,None,531.1974013440049,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.9873220410082,529.9973446689983,530.0473065630067,530.0572856320068,530.1073092830047,530.1172899079975,530.1672905440064,530.1772884920065,530.1072457938978,None,530.1773012799065,None,530.1872992279066,None,530.197293717906,None,530.1772884920065,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2022_Nov_18_1659,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,100.17514120644988,
