Audio_Only_Files,Video_Files,Original_Word_List,noiseLevelCode,conditionCodes,noiseLevelFile1,noiseLevelFile2
cell.wav,cell.mpg,cell,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
lie.wav,lie.mpg,lie,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
curve.wav,curve.mpg,curve,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
cart.wav,cart.mpg,cart,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
droop.wav,droop.mpg,droop,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
food.wav,food.mpg,food,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
chess.wav,chess.mpg,chess,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
cult.wav,cult.mpg,cult,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
creep.wav,creep.mpg,creep,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
barge.wav,barge.mpg,barge,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
feed.wav,feed.mpg,feed,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
fail.wav,fail.mpg,fail,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
flood.wav,flood.mpg,flood,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
clay.wav,clay.mpg,clay,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
truck.wav,truck.mpg,truck,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
blind.wav,blind.mpg,blind,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
belt.wav,belt.mpg,belt,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
flake.wav,flake.mpg,flake,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
stove.wav,stove.mpg,stove,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
camp.wav,camp.mpg,camp,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
eve.wav,eve.mpg,eve,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
boat.wav,boat.mpg,boat,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
priest.wav,priest.mpg,priest,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
bulb.wav,bulb.mpg,bulb,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
frame.wav,frame.mpg,frame,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
fleet.wav,fleet.mpg,fleet,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
dare.wav,dare.mpg,dare,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
dash.wav,dash.mpg,dash,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
blob.wav,blob.mpg,blob,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
built.wav,built.mpg,built,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
dumb.wav,dumb.mpg,dumb,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
