Audio_Only_Files,Video_Files,Original_Word_List,noiseLevelCode,conditionCodes,noiseLevelFile1,noiseLevelFile2
chore.wav,chore.mpg,chore,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
cube.wav,cube.mpg,cube,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
cane.wav,cane.mpg,cane,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
clog.wav,clog.mpg,clog,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
fence.wav,fence.mpg,fence,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
glare.wav,glare.mpg,glare,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
fan.wav,fan.mpg,fan,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
flop.wav,flop.mpg,flop,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
mold.wav,mold.mpg,mold,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
cap.wav,cap.mpg,cap,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
swan.wav,swan.mpg,swan,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
fault.wav,fault.mpg,fault,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
spray.wav,spray.mpg,spray,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
fruit.wav,fruit.mpg,fruit,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
glass.wav,glass.mpg,glass,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
bed.wav,bed.mpg,bed,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
stove.wav,stove.mpg,stove,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
grip.wav,grip.mpg,grip,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
squat.wav,squat.mpg,squat,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
cried.wav,cried.mpg,cried,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
depth.wav,depth.mpg,depth,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
