Audio_Only_Files,Video_Files,Original_Word_List,noiseLevelCode,conditionCodes,noiseLevelFile1,noiseLevelFile2
fraud.wav,fraud.mpg,fraud,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
belt.wav,belt.mpg,belt,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
bad.wav,bad.mpg,bad,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
cross.wav,cross.mpg,cross,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
ghost.wav,ghost.mpg,ghost,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
drive.wav,drive.mpg,drive,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
brick.wav,brick.mpg,brick,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
buff.wav,buff.mpg,buff,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
grape.wav,grape.mpg,grape,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
cease.wav,cease.mpg,cease,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
beat.wav,beat.mpg,beat,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
roar.wav,roar.mpg,roar,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
cone.wav,cone.mpg,cone,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
lost.wav,lost.mpg,lost,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
gone.wav,gone.mpg,gone,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
gut.wav,gut.mpg,gut,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
chest.wav,chest.mpg,chest,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
den.wav,den.mpg,den,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
cream.wav,cream.mpg,cream,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
grace.wav,grace.mpg,grace,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
globe.wav,globe.mpg,globe,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
fed.wav,fed.mpg,fed,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
bomb.wav,bomb.mpg,bomb,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
clam.wav,clam.mpg,clam,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
born.wav,born.mpg,born,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
golf.wav,golf.mpg,golf,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
gab.wav,gab.mpg,gab,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
flick.wav,flick.mpg,flick,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
bust.wav,bust.mpg,bust,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
crack.wav,crack.mpg,crack,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
drab.wav,drab.mpg,drab,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
camp.wav,camp.mpg,camp,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
dream.wav,dream.mpg,dream,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
chomp.wav,chomp.mpg,chomp,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
draft.wav,draft.mpg,draft,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
beam.wav,beam.mpg,beam,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
steam.wav,steam.mpg,steam,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
bold.wav,bold.mpg,bold,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
fix.wav,fix.mpg,fix,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
base.wav,base.mpg,base,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
claw.wav,claw.mpg,claw,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
grave.wav,grave.mpg,grave,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
float.wav,float.mpg,float,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
draw.wav,draw.mpg,draw,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
stain.wav,stain.mpg,stain,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
bug.wav,bug.mpg,bug,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
gap.wav,gap.mpg,gap,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
cling.wav,cling.mpg,cling,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
strike.wav,strike.mpg,strike,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
